source,team_slug,team_name,name,slug,position,club,date_of_birth,nationality,source_url,matched_player_id,matched_player_name,match_confidence,status,notes
Wikipedia,japan,Japan,Wataru Endo ( captain ),wataru-endo-captain,MF,Liverpool,"( 1993-02-09 ) February 9, 1993 (aged 33)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Wataru Endo ( captain ) | ( 1993-02-09 ) February 9, 1993 (aged 33) | 72 | 4 | Liverpool"
Wikipedia,japan,Japan,Junya Itō,junya-ito,MF,Genk,"( 1993-03-09 ) March 9, 1993 (aged 33)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Junya Itō | ( 1993-03-09 ) March 9, 1993 (aged 33) | 68 | 15 | Genk"
Wikipedia,japan,Japan,Ritsu Dōan,ritsu-doan,MF,Eintracht Frankfurt,"( 1998-06-16 ) June 16, 1998 (aged 27)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Ritsu Dōan | ( 1998-06-16 ) June 16, 1998 (aged 27) | 64 | 11 | Eintracht Frankfurt"
Wikipedia,japan,Japan,Daichi Kamada,daichi-kamada,MF,Crystal Palace,"( 1996-08-05 ) August 5, 1996 (aged 29)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Daichi Kamada | ( 1996-08-05 ) August 5, 1996 (aged 29) | 49 | 12 | Crystal Palace"
Wikipedia,japan,Japan,Takefusa Kubo,takefusa-kubo,MF,Real Sociedad,"( 2001-06-04 ) June 4, 2001 (aged 25)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Takefusa Kubo | ( 2001-06-04 ) June 4, 2001 (aged 25) | 48 | 7 | Real Sociedad"
Wikipedia,japan,Japan,Ao Tanaka,ao-tanaka,MF,Leeds United,"( 1998-09-10 ) September 10, 1998 (aged 27)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Ao Tanaka | ( 1998-09-10 ) September 10, 1998 (aged 27) | 37 | 8 | Leeds United"
Wikipedia,japan,Japan,Keito Nakamura,keito-nakamura,MF,Reims,"( 2000-07-28 ) July 28, 2000 (aged 25)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Keito Nakamura | ( 2000-07-28 ) July 28, 2000 (aged 25) | 24 | 10 | Reims"
Wikipedia,japan,Japan,Kaishū Sano,kaishu-sano,MF,Mainz 05,"( 2000-12-30 ) December 30, 2000 (aged 25)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Kaishū Sano | ( 2000-12-30 ) December 30, 2000 (aged 25) | 12 | 0 | Mainz 05"
Wikipedia,japan,Japan,Ayase Ueda,ayase-ueda,FW,Feyenoord,"( 1998-08-28 ) August 28, 1998 (aged 27)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Ayase Ueda | ( 1998-08-28 ) August 28, 1998 (aged 27) | 38 | 16 | Feyenoord"
Wikipedia,japan,Japan,Daizen Maeda,daizen-maeda,FW,Celtic,"( 1997-10-20 ) October 20, 1997 (aged 28)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Daizen Maeda | ( 1997-10-20 ) October 20, 1997 (aged 28) | 27 | 4 | Celtic"
Wikipedia,japan,Japan,Kōki Ogawa,koki-ogawa,FW,NEC,"( 1997-08-08 ) August 8, 1997 (aged 28)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Kōki Ogawa | ( 1997-08-08 ) August 8, 1997 (aged 28) | 14 | 10 | NEC"
Wikipedia,japan,Japan,Yuito Suzuki,yuito-suzuki,FW,SC Freiburg,"( 2001-10-25 ) October 25, 2001 (aged 24)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Yuito Suzuki | ( 2001-10-25 ) October 25, 2001 (aged 24) | 6 | 0 | SC Freiburg"
Wikipedia,japan,Japan,Keisuke Gotō,keisuke-goto,FW,Sint-Truiden,"( 2005-06-03 ) June 3, 2005 (aged 21)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Keisuke Gotō | ( 2005-06-03 ) June 3, 2005 (aged 21) | 3 | 0 | Sint-Truiden"
Wikipedia,japan,Japan,Kento Shiogai,kento-shiogai,FW,VfL Wolfsburg,"( 2005-03-26 ) March 26, 2005 (aged 21)",Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Kento Shiogai | ( 2005-03-26 ) March 26, 2005 (aged 21) | 1 | 0 | VfL Wolfsburg"
Wikipedia,sweden,Sweden,"( 1989-06-23 ) June 23, 1989 (aged 36)",1989-06-23-june-23-1989-aged-36,GK,AIK,"( 1989-06-23 ) June 23, 1989 (aged 36)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Kristoffer Nordfeldt | ( 1989-06-23 ) June 23, 1989 (aged 36) | 20 | 0 | AIK"
Wikipedia,sweden,Sweden,Viktor Johansson,viktor-johansson,GK,Stoke City,"( 1998-09-14 ) September 14, 1998 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Viktor Johansson | ( 1998-09-14 ) September 14, 1998 (aged 27) | 12 | 0 | Stoke City"
Wikipedia,sweden,Sweden,Jacob Widell Zetterström,jacob-widell-zetterstrom,GK,Derby County,"( 1998-07-11 ) July 11, 1998 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Jacob Widell Zetterström | ( 1998-07-11 ) July 11, 1998 (aged 27) | 2 | 0 | Derby County"
Wikipedia,sweden,Sweden,Victor Lindelöf ( captain ),victor-lindelof-captain,DF,Aston Villa,"( 1994-07-17 ) July 17, 1994 (aged 31)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Victor Lindelöf ( captain ) | ( 1994-07-17 ) July 17, 1994 (aged 31) | 75 | 3 | Aston Villa"
Wikipedia,sweden,Sweden,Isak Hien,isak-hien,DF,Atalanta,"( 1999-01-13 ) January 13, 1999 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Isak Hien | ( 1999-01-13 ) January 13, 1999 (aged 27) | 27 | 0 | Atalanta"
Wikipedia,sweden,Sweden,Gabriel Gudmundsson,gabriel-gudmundsson,DF,Leeds United,"( 1999-04-29 ) April 29, 1999 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Gabriel Gudmundsson | ( 1999-04-29 ) April 29, 1999 (aged 27) | 23 | 0 | Leeds United"
Wikipedia,sweden,Sweden,Carl Starfelt,carl-starfelt,DF,Celta Vigo,"( 1995-06-01 ) June 1, 1995 (aged 31)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Carl Starfelt | ( 1995-06-01 ) June 1, 1995 (aged 31) | 17 | 0 | Celta Vigo"
Wikipedia,sweden,Sweden,Emil Holm,emil-holm,DF,Juventus,"( 2000-05-13 ) May 13, 2000 (aged 26)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Emil Holm | ( 2000-05-13 ) May 13, 2000 (aged 26) | 16 | 2 | Juventus"
Wikipedia,sweden,Sweden,Hjalmar Ekdal,hjalmar-ekdal,DF,Burnley,"( 1998-10-21 ) October 21, 1998 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Hjalmar Ekdal | ( 1998-10-21 ) October 21, 1998 (aged 27) | 11 | 0 | Burnley"
Wikipedia,sweden,Sweden,Daniel Svensson,daniel-svensson,DF,Borussia Dortmund,"( 2002-02-12 ) February 12, 2002 (aged 24)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Daniel Svensson | ( 2002-02-12 ) February 12, 2002 (aged 24) | 11 | 0 | Borussia Dortmund"
Wikipedia,sweden,Sweden,Gustaf Lagerbielke,gustaf-lagerbielke,DF,Braga,"( 2000-04-10 ) April 10, 2000 (aged 26)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Gustaf Lagerbielke | ( 2000-04-10 ) April 10, 2000 (aged 26) | 9 | 2 | Braga"
Wikipedia,sweden,Sweden,Eric Smith,eric-smith,DF,FC St. Pauli,"( 1997-01-08 ) January 8, 1997 (aged 29)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Eric Smith | ( 1997-01-08 ) January 8, 1997 (aged 29) | 0 | 0 | FC St. Pauli"
Wikipedia,sweden,Sweden,Elliot Stroud,elliot-stroud,DF,Mjällby AIF,"( 2002-06-22 ) June 22, 2002 (aged 23)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Elliot Stroud | ( 2002-06-22 ) June 22, 2002 (aged 23) | 0 | 0 | Mjällby AIF"
Wikipedia,sweden,Sweden,Mattias Svanberg,mattias-svanberg,MF,VfL Wolfsburg,"( 1999-01-05 ) January 5, 1999 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Mattias Svanberg | ( 1999-01-05 ) January 5, 1999 (aged 27) | 39 | 2 | VfL Wolfsburg"
Wikipedia,sweden,Sweden,Jesper Karlström,jesper-karlstrom,MF,Udinese,"( 1995-06-21 ) June 21, 1995 (aged 30)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Jesper Karlström | ( 1995-06-21 ) June 21, 1995 (aged 30) | 23 | 0 | Udinese"
Wikipedia,sweden,Sweden,Yasin Ayari,yasin-ayari,MF,Brighton & Hove Albion,"( 2003-10-06 ) October 6, 2003 (aged 22)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Yasin Ayari | ( 2003-10-06 ) October 6, 2003 (aged 22) | 19 | 3 | Brighton & Hove Albion"
Wikipedia,sweden,Sweden,Lucas Bergvall,lucas-bergvall,MF,Tottenham Hotspur,"( 2006-02-02 ) February 2, 2006 (aged 20)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Lucas Bergvall | ( 2006-02-02 ) February 2, 2006 (aged 20) | 8 | 0 | Tottenham Hotspur"
Wikipedia,sweden,Sweden,Besfort Zeneli,besfort-zeneli,MF,Union Saint-Gilloise,"( 2002-11-21 ) November 21, 2002 (aged 23)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Besfort Zeneli | ( 2002-11-21 ) November 21, 2002 (aged 23) | 6 | 0 | Union Saint-Gilloise"
Wikipedia,sweden,Sweden,Alexander Isak,alexander-isak,FW,Liverpool,"( 1999-09-21 ) September 21, 1999 (aged 26)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Alexander Isak | ( 1999-09-21 ) September 21, 1999 (aged 26) | 56 | 16 | Liverpool"
Wikipedia,sweden,Sweden,Viktor Gyökeres,viktor-gyokeres,FW,Arsenal,"( 1998-06-04 ) June 4, 1998 (aged 28)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Viktor Gyökeres | ( 1998-06-04 ) June 4, 1998 (aged 28) | 32 | 19 | Arsenal"
Wikipedia,sweden,Sweden,Ken Sema,ken-sema,FW,Pafos,"( 1993-09-30 ) September 30, 1993 (aged 32)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Ken Sema | ( 1993-09-30 ) September 30, 1993 (aged 32) | 32 | 5 | Pafos"
Wikipedia,sweden,Sweden,Anthony Elanga,anthony-elanga,FW,Newcastle United,"( 2002-04-27 ) April 27, 2002 (aged 24)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Anthony Elanga | ( 2002-04-27 ) April 27, 2002 (aged 24) | 28 | 6 | Newcastle United"
Wikipedia,sweden,Sweden,Benjamin Nygren,benjamin-nygren,FW,Celtic,"( 2001-07-08 ) July 8, 2001 (aged 24)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Benjamin Nygren | ( 2001-07-08 ) July 8, 2001 (aged 24) | 9 | 3 | Celtic"
Wikipedia,sweden,Sweden,Alexander Bernhardsson,alexander-bernhardsson,FW,Holstein Kiel,"( 1998-09-08 ) September 8, 1998 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Alexander Bernhardsson | ( 1998-09-08 ) September 8, 1998 (aged 27) | 9 | 0 | Holstein Kiel"
Wikipedia,sweden,Sweden,Gustaf Nilsson,gustaf-nilsson,FW,Club Brugge,"( 1997-05-23 ) May 23, 1997 (aged 29)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Gustaf Nilsson | ( 1997-05-23 ) May 23, 1997 (aged 29) | 8 | 3 | Club Brugge"
Wikipedia,sweden,Sweden,Taha Ali,taha-ali,FW,Malmö FF,"( 1998-07-01 ) July 1, 1998 (aged 27)",Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Taha Ali | ( 1998-07-01 ) July 1, 1998 (aged 27) | 1 | 0 | Malmö FF"
Wikipedia,tunisia,Tunisia,Aymen Dahmen,aymen-dahmen,GK,CS Sfaxien,"( 1997-01-28 ) January 28, 1997 (aged 29)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Aymen Dahmen | ( 1997-01-28 ) January 28, 1997 (aged 29) | 37 | 0 | CS Sfaxien"
Wikipedia,tunisia,Tunisia,Sabri Ben Hessen,sabri-ben-hessen,GK,Étoile du Sahel,"( 1996-06-13 ) June 13, 1996 (aged 29)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Sabri Ben Hessen | ( 1996-06-13 ) June 13, 1996 (aged 29) | 2 | 0 | Étoile du Sahel"
Wikipedia,tunisia,Tunisia,Mouhib Chamakh,mouhib-chamakh,GK,Club Africain,"( 2001-08-25 ) August 25, 2001 (aged 24)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Mouhib Chamakh | ( 2001-08-25 ) August 25, 2001 (aged 24) | 1 | 0 | Club Africain"
Wikipedia,tunisia,Tunisia,Montassar Talbi,montassar-talbi,DF,Lorient,"( 1998-05-26 ) May 26, 1998 (aged 28)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Montassar Talbi | ( 1998-05-26 ) May 26, 1998 (aged 28) | 62 | 4 | Lorient"
Wikipedia,tunisia,Tunisia,Dylan Bronn,dylan-bronn,DF,Servette,"( 1995-06-19 ) June 19, 1995 (aged 30)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Dylan Bronn | ( 1995-06-19 ) June 19, 1995 (aged 30) | 52 | 2 | Servette"
Wikipedia,tunisia,Tunisia,Ali Abdi,ali-abdi,DF,Nice,"( 1993-12-20 ) December 20, 1993 (aged 32)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Ali Abdi | ( 1993-12-20 ) December 20, 1993 (aged 32) | 45 | 7 | Nice"
Wikipedia,tunisia,Tunisia,Yan Valery,yan-valery,DF,Young Boys,"( 1999-02-22 ) February 22, 1999 (aged 27)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Yan Valery | ( 1999-02-22 ) February 22, 1999 (aged 27) | 21 | 0 | Young Boys"
Wikipedia,tunisia,Tunisia,Mohamed Amine Ben Hamida,mohamed-amine-ben-hamida,DF,Espérance de Tunis,"( 1995-12-15 ) December 15, 1995 (aged 30)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Mohamed Amine Ben Hamida | ( 1995-12-15 ) December 15, 1995 (aged 30) | 12 | 0 | Espérance de Tunis"
Wikipedia,tunisia,Tunisia,Moutaz Neffati,moutaz-neffati,DF,IFK Norrköping,"( 2004-09-04 ) September 4, 2004 (aged 21)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Moutaz Neffati | ( 2004-09-04 ) September 4, 2004 (aged 21) | 5 | 0 | IFK Norrköping"
Wikipedia,tunisia,Tunisia,Omar Rekik,omar-rekik,DF,Maribor,"( 2001-12-20 ) December 20, 2001 (aged 24)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Omar Rekik | ( 2001-12-20 ) December 20, 2001 (aged 24) | 4 | 0 | Maribor"
Wikipedia,tunisia,Tunisia,Adem Arous,adem-arous,DF,Kasımpaşa,"( 2004-07-17 ) July 17, 2004 (aged 21)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Adem Arous | ( 2004-07-17 ) July 17, 2004 (aged 21) | 1 | 0 | Kasımpaşa"
Wikipedia,tunisia,Tunisia,Raed Chikhaoui,raed-chikhaoui,DF,US Monastir,"( 2004-06-09 ) June 9, 2004 (aged 22)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Raed Chikhaoui | ( 2004-06-09 ) June 9, 2004 (aged 22) | 0 | 0 | US Monastir"
Wikipedia,tunisia,Tunisia,Ellyes Skhiri ( captain ),ellyes-skhiri-captain,MF,Eintracht Frankfurt,"( 1995-05-10 ) May 10, 1995 (aged 31)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Ellyes Skhiri ( captain ) | ( 1995-05-10 ) May 10, 1995 (aged 31) | 81 | 4 | Eintracht Frankfurt"
Wikipedia,tunisia,Tunisia,Hannibal Mejbri,hannibal-mejbri,MF,Burnley,"( 2003-01-21 ) January 21, 2003 (aged 23)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Hannibal Mejbri | ( 2003-01-21 ) January 21, 2003 (aged 23) | 44 | 1 | Burnley"
Wikipedia,tunisia,Tunisia,Anis Ben Slimane,anis-ben-slimane,MF,Norwich City,"( 2001-03-16 ) March 16, 2001 (aged 25)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Anis Ben Slimane | ( 2001-03-16 ) March 16, 2001 (aged 25) | 39 | 4 | Norwich City"
Wikipedia,tunisia,Tunisia,Mortadha Ben Ouanes,mortadha-ben-ouanes,MF,Kasımpaşa,"( 1994-07-02 ) July 2, 1994 (aged 31)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Mortadha Ben Ouanes | ( 1994-07-02 ) July 2, 1994 (aged 31) | 17 | 0 | Kasımpaşa"
Wikipedia,tunisia,Tunisia,Ismaël Gharbi,ismael-gharbi,MF,FC Augsburg,"( 2004-04-10 ) April 10, 2004 (aged 22)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Ismaël Gharbi | ( 2004-04-10 ) April 10, 2004 (aged 22) | 15 | 2 | FC Augsburg"
Wikipedia,tunisia,Tunisia,Hadj Mahmoud,hadj-mahmoud,MF,Lugano,"( 2000-04-24 ) April 24, 2000 (aged 26)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Hadj Mahmoud | ( 2000-04-24 ) April 24, 2000 (aged 26) | 7 | 0 | Lugano"
Wikipedia,tunisia,Tunisia,Rani Khedira,rani-khedira,MF,Union Berlin,"( 1994-01-27 ) January 27, 1994 (aged 32)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Rani Khedira | ( 1994-01-27 ) January 27, 1994 (aged 32) | 2 | 0 | Union Berlin"
Wikipedia,tunisia,Tunisia,Elias Achouri,elias-achouri,FW,Copenhagen,"( 1999-02-10 ) February 10, 1999 (aged 27)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Elias Achouri | ( 1999-02-10 ) February 10, 1999 (aged 27) | 29 | 4 | Copenhagen"
Wikipedia,tunisia,Tunisia,Firas Chaouat,firas-chaouat,FW,Club Africain,"( 1996-05-08 ) May 8, 1996 (aged 30)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Firas Chaouat | ( 1996-05-08 ) May 8, 1996 (aged 30) | 28 | 6 | Club Africain"
Wikipedia,tunisia,Tunisia,Hazem Mastouri,hazem-mastouri,FW,Dynamo Makhachkala,"( 1997-06-18 ) June 18, 1997 (aged 28)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Hazem Mastouri | ( 1997-06-18 ) June 18, 1997 (aged 28) | 18 | 4 | Dynamo Makhachkala"
Wikipedia,tunisia,Tunisia,Elias Saad,elias-saad,FW,Hannover 96,"( 1999-12-27 ) December 27, 1999 (aged 26)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Elias Saad | ( 1999-12-27 ) December 27, 1999 (aged 26) | 14 | 4 | Hannover 96"
Wikipedia,tunisia,Tunisia,Sebastian Tounekti,sebastian-tounekti,FW,Celtic,"( 2002-07-13 ) July 13, 2002 (aged 23)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Sebastian Tounekti | ( 2002-07-13 ) July 13, 2002 (aged 23) | 10 | 1 | Celtic"
Wikipedia,tunisia,Tunisia,Khalil Ayari,khalil-ayari,FW,Paris Saint-Germain,"( 2005-02-02 ) February 2, 2005 (aged 21)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Khalil Ayari | ( 2005-02-02 ) February 2, 2005 (aged 21) | 2 | 0 | Paris Saint-Germain"
Wikipedia,tunisia,Tunisia,Rayan Elloumi,rayan-elloumi,FW,Vancouver Whitecaps FC,"( 2007-09-17 ) September 17, 2007 (aged 18)",Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Rayan Elloumi | ( 2007-09-17 ) September 17, 2007 (aged 18) | 2 | 0 | Vancouver Whitecaps FC"
Wikipedia,belgium,Belgium,Thibaut Courtois,thibaut-courtois,GK,Real Madrid,"( 1992-05-11 ) May 11, 1992 (aged 34)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Thibaut Courtois | ( 1992-05-11 ) May 11, 1992 (aged 34) | 107 | 0 | Real Madrid"
Wikipedia,belgium,Belgium,Senne Lammens,senne-lammens,GK,Manchester United,"( 2002-07-07 ) July 7, 2002 (aged 23)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Senne Lammens | ( 2002-07-07 ) July 7, 2002 (aged 23) | 2 | 0 | Manchester United"
Wikipedia,belgium,Belgium,Mike Penders,mike-penders,GK,Strasbourg,"( 2005-07-31 ) July 31, 2005 (aged 20)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Mike Penders | ( 2005-07-31 ) July 31, 2005 (aged 20) | 0 | 0 | Strasbourg"
Wikipedia,belgium,Belgium,Thomas Meunier,thomas-meunier,DF,Lille,"( 1991-09-12 ) September 12, 1991 (aged 34)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Thomas Meunier | ( 1991-09-12 ) September 12, 1991 (aged 34) | 78 | 10 | Lille"
Wikipedia,belgium,Belgium,Timothy Castagne,timothy-castagne,DF,Fulham,"( 1995-12-05 ) December 5, 1995 (aged 30)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Timothy Castagne | ( 1995-12-05 ) December 5, 1995 (aged 30) | 62 | 2 | Fulham"
Wikipedia,belgium,Belgium,Arthur Theate,arthur-theate,DF,Eintracht Frankfurt,"( 2000-05-25 ) May 25, 2000 (aged 26)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Arthur Theate | ( 2000-05-25 ) May 25, 2000 (aged 26) | 32 | 1 | Eintracht Frankfurt"
Wikipedia,belgium,Belgium,Zeno Debast,zeno-debast,DF,Sporting CP,"( 2003-10-24 ) October 24, 2003 (aged 22)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Zeno Debast | ( 2003-10-24 ) October 24, 2003 (aged 22) | 26 | 1 | Sporting CP"
Wikipedia,belgium,Belgium,Maxim De Cuyper,maxim-de-cuyper,DF,Brighton & Hove Albion,"( 2000-12-22 ) December 22, 2000 (aged 25)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Maxim De Cuyper | ( 2000-12-22 ) December 22, 2000 (aged 25) | 17 | 4 | Brighton & Hove Albion"
Wikipedia,belgium,Belgium,Brandon Mechele,brandon-mechele,DF,Club Brugge,"( 1993-01-28 ) January 28, 1993 (aged 33)",Belgium,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Brandon Mechele | ( 1993-01-28 ) January 28, 1993 (aged 33) | 7 | 1 | Club Brugge"
